FlightDate,OP_UNIQUE_CARRIER,OP_CARRIER_AIRLINE_ID,Carrier,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,Origin,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_FIPS,ORIGIN_STATE_NM,ORIGIN_WAC,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,Dest,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_FIPS,DEST_STATE_NM,DEST_WAC,CRS_DEP_TIME,DepTime,DepDelay,DEP_DELAY_NEW,DEP_DEL15,DEP_DELAY_GROUP,DEP_TIME_BLK,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ArrTime,ArrDelay,ARR_DELAY_NEW,ARR_DEL15,ARR_DELAY_GROUP,ARR_TIME_BLK,Cancelled,CANCELLATION_CODE,Diverted,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,FLIGHTS,Distance,DISTANCE_GROUP,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,FIRST_DEP_TIME,TOTAL_ADD_GTIME,LONGEST_ADD_GTIME,DIV_AIRPORT_LANDINGS,DIV_REACHED_DEST,DIV_ACTUAL_ELAPSED_TIME,DIV_ARR_DELAY,DIV_DISTANCE,DIV1_AIRPORT,DIV1_AIRPORT_ID,DIV1_AIRPORT_SEQ_ID,DIV1_WHEELS_ON,DIV1_TOTAL_GTIME,DIV1_LONGEST_GTIME,DIV1_WHEELS_OFF,DIV1_TAIL_NUM,Origin_lat,Origin_long,Dest_lat,Dest_long,Dest_Airport_name
1/4/2025,YX,20452,YX,N212JQ,5811,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,1353,1351,-2,0,0,-1,1300-1359,20,1411,1601,9,1611,1610,-1,0,0,-1,1600-1659,0,,0,138,139,110,1,612,3,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,35.8776,-78.7875,Raleigh-Durham Intl
1/4/2025,YX,20452,YX,N213JQ,5781,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,12451,1245102,31136,JAX,"Jacksonville, FL",FL,12,Florida,33,1915,1904,-11,0,0,-1,1900-1959,25,1929,2153,6,2223,2159,-24,0,0,-2,2200-2259,0,,0,188,175,144,1,1010,5,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,30.4941,-81.6879,Jacksonville Intl
1/4/2025,YX,20452,YX,N213JQ,5786,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,10693,1069302,30693,BNA,"Nashville, TN",TN,47,Tennessee,54,0950,0944,-6,0,0,-1,0900-0959,26,1010,1147,11,1159,1158,-1,0,0,-1,1100-1159,0,,0,189,194,157,1,942,4,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,36.1263,-86.6774,Nashville Intl
1/4/2025,YX,20452,YX,N217JQ,5676,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14524,1452401,34524,RIC,"Richmond, VA",VA,51,Virginia,38,2059,2050,-9,0,0,-1,2000-2059,24,2114,2234,6,2258,2240,-18,0,0,-2,2200-2259,0,,0,119,110,80,1,474,2,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,37.5052,-77.3197,Richmond Intl
1/4/2025,YX,20452,YX,N217JQ,5706,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14100,1410005,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,0922,0914,-8,0,0,-1,0900-0959,18,0932,1031,3,1105,1034,-31,0,0,-2,1100-1159,0,,0,103,80,59,1,280,2,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,39.8744,-75.2424,Philadelphia Intl
1/4/2025,YX,20452,YX,N217JQ,5796,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,10693,1069302,30693,BNA,"Nashville, TN",TN,47,Tennessee,54,1402,1354,-8,0,0,-1,1400-1459,24,1418,1547,9,1605,1556,-9,0,0,-1,1600-1659,0,,0,183,182,149,1,942,4,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,36.1263,-86.6774,Nashville Intl
1/4/2025,YX,20452,YX,N218JQ,5674,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,1235,1506,151,151,1,10,1200-1259,21,1527,1643,35,1434,1718,164,164,1,10,1400-1459,0,,0,119,132,76,1,399,2,151,0,13,0,0,,,,0,,,,,,,,,,,,,42.3656,-71.0096,38.8512,-77.0402,Ronald Reagan Washington National
1/4/2025,YX,20452,YX,N219YX,5661,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,11042,1104205,30647,CLE,"Cleveland, OH",OH,39,Ohio,44,1055,1045,-10,0,0,-1,1000-1059,18,1103,1234,10,1309,1244,-25,0,0,-2,1300-1359,0,,0,134,119,91,1,563,3,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,41.4117,-81.8498,Cleveland Hopkins Intl
1/4/2025,YX,20452,YX,N219YX,5807,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,10994,1099402,30994,CHS,"Charleston, SC",SC,45,South Carolina,37,1720,1710,-10,0,0,-1,1700-1759,34,1744,1949,18,2006,2007,1,1,0,0,2000-2059,0,,0,166,177,125,1,818,4,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,32.8986,-80.0405,Charleston Intl
1/4/2025,YX,20452,YX,N224JQ,5606,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,10994,1099402,30994,CHS,"Charleston, SC",SC,45,South Carolina,37,0953,0943,-10,0,0,-1,0900-0959,17,1000,1157,9,1237,1206,-31,0,0,-2,1200-1259,0,,0,164,143,117,1,818,4,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,32.8986,-80.0405,Charleston Intl
1/4/2025,YX,20452,YX,N224JQ,5789,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,11193,1119302,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,1650,1650,0,0,0,0,1600-1659,19,1709,1912,5,1927,1917,-10,0,0,-1,1900-1959,0,,0,157,147,123,1,752,4,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,39.0488,-84.6678,Cincinnati/Northern Kentucky Intl
1/4/2025,YX,20452,YX,N226JQ,5721,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,1700,1649,-11,0,0,-1,1700-1759,25,1714,1758,7,1830,1805,-25,0,0,-2,1800-1859,0,,0,90,76,44,1,184,1,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,40.7769,-73.874,LaGuardia
1/4/2025,YX,20452,YX,N226JQ,5829,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,11618,1161802,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,1210,1206,-4,0,0,-1,1200-1259,45,1251,1338,10,1342,1348,6,6,0,0,1300-1359,0,,0,92,102,47,1,200,1,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,40.6895,-74.1745,Newark Liberty Intl
1/4/2025,YX,20452,YX,N229JQ,5611,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,11193,1119302,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,0935,0926,-9,0,0,-1,0900-0959,26,0952,1149,5,1209,1154,-15,0,0,-1,1200-1259,0,,0,154,148,117,1,752,4,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,39.0488,-84.6678,Cincinnati/Northern Kentucky Intl
1/4/2025,YX,20452,YX,N229JQ,5800,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,2030,2024,-6,0,0,-1,2000-2059,25,2049,2227,7,2247,2234,-13,0,0,-1,2200-2259,0,,0,137,130,98,1,612,3,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,35.8776,-78.7875,Raleigh-Durham Intl
1/4/2025,YX,20452,YX,N231JQ,5754,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,1200,1150,-10,0,0,-1,1200-1259,21,1211,1254,16,1325,1310,-15,0,0,-1,1300-1359,0,,0,85,80,43,1,184,1,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,40.7769,-73.874,LaGuardia
1/4/2025,YX,20452,YX,N233JQ,5593,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,0900,0932,32,32,1,2,0900-0959,23,0955,1110,14,1103,1124,21,21,1,1,1100-1159,0,,0,183,172,135,1,867,4,18,0,0,0,3,,,,0,,,,,,,,,,,,,42.3656,-71.0096,41.9742,-87.9073,Chicago O'Hare Intl
1/4/2025,YX,20452,YX,N233JQ,5657,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,12451,1245102,31136,JAX,"Jacksonville, FL",FL,12,Florida,33,1555,1556,1,1,0,0,1500-1559,39,1635,1856,7,1904,1903,-1,0,0,-1,1900-1959,0,,0,189,187,141,1,1010,5,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,30.4941,-81.6879,Jacksonville Intl
1/4/2025,YX,20452,YX,N234JQ,5655,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,11042,1104205,30647,CLE,"Cleveland, OH",OH,39,Ohio,44,2059,2056,-3,0,0,-1,2000-2059,58,2154,2328,11,2313,2339,26,26,1,1,2300-2359,0,,0,134,163,94,1,563,3,0,0,26,0,0,,,,0,,,,,,,,,,,,,42.3656,-71.0096,41.4117,-81.8498,Cleveland Hopkins Intl
1/4/2025,YX,20452,YX,N235JQ,5627,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,12339,1233904,32337,IND,"Indianapolis, IN",IN,18,Indiana,42,1740,1910,90,90,1,6,1700-1759,24,1934,2150,7,2035,2157,82,82,1,5,2000-2059,0,,0,175,167,136,1,818,4,81,0,0,0,1,,,,0,,,,,,,,,,,,,42.3656,-71.0096,39.7173,-86.2944,Indianapolis Intl
1/4/2025,YX,20452,YX,N235JQ,5664,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14524,1452401,34524,RIC,"Richmond, VA",VA,51,Virginia,38,1130,1254,84,84,1,5,1100-1159,19,1313,1438,6,1330,1444,74,74,1,4,1300-1359,0,,0,120,110,85,1,474,2,74,0,0,0,0,,,,0,,,,,,,,,,,,,42.3656,-71.0096,37.5052,-77.3197,Richmond Intl
1/4/2025,YX,20452,YX,N236JQ,5678,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14122,1412202,30198,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23,0725,0712,-13,0,0,-1,0700-0759,23,0735,0859,5,0933,0904,-29,0,0,-2,0900-0959,0,,0,128,112,84,1,496,2,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,40.4915,-80.2329,Pittsburgh Intl
1/4/2025,YX,20452,YX,N237JQ,5595,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,13198,1319801,33198,MCI,"Kansas City, MO",MO,29,Missouri,64,1610,,,,,,1600-1659,,,,,1900,,,,,,1900-1959,1,B,0,230,,,1,1256,6,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,39.2976,-94.7139,Kansas City Intl
1/4/2025,YX,20452,YX,N237JQ,5756,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14986,1498603,34986,SRQ,"Sarasota/Bradenton, FL",FL,12,Florida,33,0720,0713,-7,0,0,-1,0700-0759,30,0743,1034,5,1059,1039,-20,0,0,-2,1000-1059,0,,0,219,206,171,1,1220,5,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,27.3953,-82.554,Sarasota-Bradenton Intl
1/4/2025,YX,20452,YX,N238JQ,5714,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14100,1410005,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,1945,1932,-13,0,0,-1,1900-1959,21,1953,2053,4,2128,2057,-31,0,0,-2,2100-2159,0,,0,103,85,60,1,280,2,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,39.8744,-75.2424,Philadelphia Intl
1/4/2025,YX,20452,YX,N238JQ,5798,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,10994,1099402,30994,CHS,"Charleston, SC",SC,45,South Carolina,37,1250,1246,-4,0,0,-1,1200-1259,39,1325,1531,10,1533,1541,8,8,0,0,1500-1559,0,,0,163,175,126,1,818,4,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,32.8986,-80.0405,Charleston Intl
1/4/2025,YX,20452,YX,N240JQ,5638,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,13198,1319801,33198,MCI,"Kansas City, MO",MO,29,Missouri,64,0615,0610,-5,0,0,-1,0600-0659,20,0630,0845,9,0907,0854,-13,0,0,-1,0900-0959,0,,0,232,224,195,1,1256,6,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,39.2976,-94.7139,Kansas City Intl
1/4/2025,YX,20452,YX,N240JQ,5654,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,11066,1106606,31066,CMH,"Columbus, OH",OH,39,Ohio,44,1428,1418,-10,0,0,-1,1400-1459,25,1443,1626,11,1647,1637,-10,0,0,-1,1600-1659,0,,0,139,139,103,1,640,3,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,39.998,-82.8919,John Glenn Columbus Intl
1/4/2025,YX,20452,YX,N244JQ,5679,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14122,1412202,30198,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23,1815,1811,-4,0,0,-1,1800-1859,26,1837,1953,8,2022,2001,-21,0,0,-2,2000-2059,0,,0,127,110,76,1,496,2,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,40.4915,-80.2329,Pittsburgh Intl
1/4/2025,YX,20452,YX,N245JQ,5596,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1940,1931,-9,0,0,-1,1900-1959,21,1952,2110,17,2141,2127,-14,0,0,-1,2100-2159,0,,0,181,176,138,1,867,4,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,41.9742,-87.9073,Chicago O'Hare Intl
1/4/2025,YX,20452,YX,N246JQ,5816,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,1705,1702,-3,0,0,-1,1700-1759,29,1731,1823,17,1844,1840,-4,0,0,-1,1800-1859,0,,0,99,98,52,1,187,1,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,40.6413,-73.7781,John F. Kennedy Intl
1/4/2025,YX,20452,YX,N404YX,4503,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,1925,1934,9,9,0,0,1900-1959,16,1950,2037,7,2054,2044,-10,0,0,-1,2000-2059,0,,0,89,70,47,1,187,1,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,40.6413,-73.7781,John F. Kennedy Intl
1/4/2025,YX,20452,YX,N404YX,4771,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,12339,1233904,32337,IND,"Indianapolis, IN",IN,18,Indiana,42,1230,1228,-2,0,0,-1,1200-1259,25,1253,1505,6,1515,1511,-4,0,0,-1,1500-1559,0,,0,165,163,132,1,818,4,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,39.7173,-86.2944,Indianapolis Intl
1/4/2025,YX,20452,YX,N416YX,4776,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,1103,1056,-7,0,0,-1,1100-1159,14,1110,1226,3,1252,1229,-23,0,0,-2,1200-1259,0,,0,109,93,76,1,399,2,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,38.8512,-77.0402,Ronald Reagan Washington National
1/4/2025,YX,20452,YX,N418YX,4719,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14100,1410005,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,1755,1810,15,15,1,1,1700-1759,32,1842,1947,6,1937,1953,16,16,1,1,1900-1959,0,,0,102,103,65,1,280,2,1,0,1,0,14,,,,0,,,,,,,,,,,,,42.3656,-71.0096,39.8744,-75.2424,Philadelphia Intl
1/4/2025,YX,20452,YX,N420YX,4636,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,12339,1233904,32337,IND,"Indianapolis, IN",IN,18,Indiana,42,1400,1350,-10,0,0,-1,1400-1459,23,1413,1640,6,1645,1646,1,1,0,0,1600-1659,0,,0,165,176,147,1,818,4,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,39.7173,-86.2944,Indianapolis Intl
1/4/2025,YX,20452,YX,N424YX,4718,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,0554,0550,-4,0,0,-1,0001-0559,25,0615,0730,6,0744,0736,-8,0,0,-1,0700-0759,0,,0,110,106,75,1,399,2,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,38.8512,-77.0402,Ronald Reagan Washington National
1/4/2025,YX,20452,YX,N425YX,4684,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14100,1410005,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,0800,0751,-9,0,0,-1,0800-0859,13,0804,0905,4,0947,0909,-38,0,0,-2,0900-0959,0,,0,107,78,61,1,280,2,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,39.8744,-75.2424,Philadelphia Intl
1/4/2025,YX,20452,YX,N440YX,4609,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,11624,1162403,31624,EYW,"Key West, FL",FL,12,Florida,33,0905,0858,-7,0,0,-1,0900-0959,17,0915,1240,10,1306,1250,-16,0,0,-2,1300-1359,0,,0,241,232,205,1,1373,6,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,24.5561,-81.7596,Key West Intl
1/4/2025,YX,20452,YX,N648RW,3424,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,11618,1161802,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,1756,1748,-8,0,0,-1,1700-1759,24,1812,1855,25,1929,1920,-9,0,0,-1,1900-1959,0,,0,93,92,43,1,200,1,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,40.6895,-74.1745,Newark Liberty Intl
1/4/2025,YX,20452,YX,N736YX,3547,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,12264,1226402,30852,IAD,"Washington, DC",VA,51,Virginia,38,1937,2007,30,30,1,2,1900-1959,15,2022,2132,9,2125,2141,16,16,1,1,2100-2159,0,,0,108,94,70,1,413,2,16,0,0,0,0,,,,0,,,,,,,,,,,,,42.3656,-71.0096,38.9531,-77.4565,Washington Dulles Intl
1/4/2025,YX,20452,YX,N752YX,3436,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,11618,1161802,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,1457,1448,-9,0,0,-1,1400-1459,18,1506,1553,4,1629,1557,-32,0,0,-2,1600-1659,0,,0,92,69,47,1,200,1,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,40.6895,-74.1745,Newark Liberty Intl
1/4/2025,YX,20452,YX,N752YX,3604,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,11618,1161802,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,1927,1923,-4,0,0,-1,1900-1959,22,1945,2030,8,2059,2038,-21,0,0,-2,2000-2059,0,,0,92,75,45,1,200,1,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,40.6895,-74.1745,Newark Liberty Intl
1/4/2025,YX,20452,YX,N875RW,5626,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,1010,1000,-10,0,0,-1,1000-1059,22,1022,1212,12,1246,1224,-22,0,0,-2,1200-1259,0,,0,156,144,110,1,728,3,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,35.214,-80.9431,Charlotte Douglas Intl
1/5/2025,AA,19805,AA,N107NN,1578,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,1757,1809,12,12,0,0,1700-1759,17,1826,2117,5,2130,2122,-8,0,0,-1,2100-2159,0,,0,393,373,351,1,2611,11,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,33.9416,-118.4085,Los Angeles Intl
1/5/2025,AA,19805,AA,N110AN,2455,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,12892,1289208,32575,LAX,"Los Angeles, CA",CA,06,California,91,0801,0758,-3,0,0,-1,0800-0859,32,0830,1133,4,1140,1137,-3,0,0,-1,1100-1159,0,,0,399,399,363,1,2611,11,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,33.9416,-118.4085,Los Angeles Intl
1/5/2025,AA,19805,AA,N191UW,1408,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14100,1410005,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,1755,1833,38,38,1,2,1700-1759,26,1859,1957,6,1929,2003,34,34,1,2,1900-1959,0,,0,94,90,58,1,280,2,6,0,0,0,28,,,,0,,,,,,,,,,,,,42.3656,-71.0096,39.8744,-75.2424,Philadelphia Intl
1/5/2025,AA,19805,AA,N200NV,1401,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,1800,1930,90,90,1,6,1800-1859,17,1947,2257,44,2144,2341,117,117,1,7,2100-2159,0,,0,284,311,250,1,1562,7,0,0,27,0,90,,,,0,,,,,,,,,,,,,42.3656,-71.0096,32.8998,-97.0403,Dallas/Fort Worth Intl
1/5/2025,AA,19805,AA,N343RY,1259,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,13303,1330303,32467,MIA,"Miami, FL",FL,12,Florida,33,0704,0655,-9,0,0,-1,0700-0759,17,0712,1015,7,1104,1022,-42,0,0,-2,1100-1159,0,,0,240,207,183,1,1258,6,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,25.7959,-80.287,Miami Intl
1/5/2025,AA,19805,AA,N357PV,1442,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,1413,1453,40,40,1,2,1400-1459,17,1510,1847,8,1753,1855,62,62,1,4,1700-1759,0,,0,280,302,277,1,1562,7,0,0,29,0,33,,,,0,,,,,,,,,,,,,42.3656,-71.0096,32.8998,-97.0403,Dallas/Fort Worth Intl
1/5/2025,AA,19805,AA,N428AA,2315,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,04,Arizona,81,0648,0642,-6,0,0,-1,0600-0659,25,0707,1031,16,1039,1047,8,8,0,0,1000-1059,0,,0,351,365,324,1,2300,10,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,33.4353,-112.0078,Phoenix Sky Harbor Intl
1/5/2025,AA,19805,AA,N434AN,2783,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,04,Arizona,81,1700,1701,1,1,0,0,1700-1759,25,1726,2040,5,2055,2045,-10,0,0,-1,2000-2059,0,,0,355,344,314,1,2300,10,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,33.4353,-112.0078,Phoenix Sky Harbor Intl
1/5/2025,AA,19805,AA,N454AL,1397,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,13303,1330303,32467,MIA,"Miami, FL",FL,12,Florida,33,1752,1751,-1,0,0,-1,1700-1759,21,1812,2102,5,2134,2107,-27,0,0,-2,2100-2159,0,,0,222,196,170,1,1258,6,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,25.7959,-80.287,Miami Intl
1/5/2025,AA,19805,AA,N458AL,1057,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,04,Arizona,81,1247,1243,-4,0,0,-1,1200-1259,16,1259,1622,6,1640,1628,-12,0,0,-1,1600-1659,0,,0,353,345,323,1,2300,10,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,33.4353,-112.0078,Phoenix Sky Harbor Intl
1/5/2025,AA,19805,AA,N469AN,1275,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,13303,1330303,32467,MIA,"Miami, FL",FL,12,Florida,33,0603,0551,-12,0,0,-1,0600-0659,19,0610,0909,33,0959,0942,-17,0,0,-2,0900-0959,0,,0,236,231,179,1,1258,6,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,25.7959,-80.287,Miami Intl
1/5/2025,AA,19805,AA,N470AN,2229,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,04,Arizona,81,0907,0904,-3,0,0,-1,0900-0959,34,0938,1301,6,1304,1307,3,3,0,0,1300-1359,0,,0,357,363,323,1,2300,10,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,33.4353,-112.0078,Phoenix Sky Harbor Intl
1/5/2025,AA,19805,AA,N553UW,2415,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,0800,0751,-9,0,0,-1,0800-0859,18,0809,1006,6,1036,1012,-24,0,0,-2,1000-1059,0,,0,156,141,117,1,728,3,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,35.214,-80.9431,Charlotte Douglas Intl
1/5/2025,AA,19805,AA,N562UW,2218,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,11057,1105703,31057,CLT,"Charlotte, NC",NC,37,North Carolina,36,1008,1003,-5,0,0,-1,1000-1059,13,1016,1213,9,1240,1222,-18,0,0,-2,1200-1259,0,,0,152,139,117,1,728,3,,,,,,,,,0,,,,,,,,,,,,,42.3656,-71.0096,35.214,-80.9431,Charlotte Douglas Intl
